Gene	D10_oocyte	D14_oocyte	8w_oocyte	MII_oocyte	PN5_zygote	2cell_early	2cell_late	4cell	8cell	ICM
Tyw5	13.8975	15.6781	13.9624	9.78455	7.56676	6.26373	8.60522	11.0143	21.053	25.1657
9430016H08Rik	4.82098	3.78057	1.28613	0.883605	0.397174	0.348825	10.2225	36.1138	54.2547	49.1871
Sgol2	18.4972	14.5762	15.4269	25.3269	22.2611	14.5997	22.6129	19.2262	11.5694	14.3822
Nif3l1	26.0563	20.9336	10.4162	4.3613	7.77058	8.95509	17.6751	38.3356	42.7226	25.6679
Clk1	113.164	99.318	155.217	311.389	193.621	30.1792	42.3204	54.6114	49.1346	48.259
Fam126b	18.108	13.899	14.5429	25.8178	30.4294	33.7282	26.3284	9.718	5.8645	4.10691
Ndufb3	119.657	158.556	187.738	17.1837	66.0345	30.0796	35.5301	48.5445	189.686	417.29
Gm20257	0.088176	0.110273	0	0	0	0.0865867	0	0	0.0684736	0.273357
Als2cr12	0	0	0	0	0	0	0	0	0.0678357	0.4033
Ppil3	46.1614	56.2009	97.3814	1.05114	6.08223	3.18884	2.37839	7.36063	24.4053	31.4025
Trak2	1.46649	0.835335	0.936874	1.55533	2.04148	3.02354	10.7592	9.35264	3.3862	5.67331
Orc2	32.1665	30.7409	36.0482	22.1229	50.2645	47.7809	54.3093	59.7285	34.4182	30.8443
Als2cr11	0.0301082	0	0.329521	0.0992775	0.444311	0.360212	0.22025	0.0925921	0.16515	0
Stradb	55.3212	65.5273	61.022	158.125	136.651	149.465	91.5984	8.38938	2.24792	8.26235
Casp8	10.4284	9.68772	18.2883	6.34417	30.7311	21.8939	1.87027	0.020049	0	0.205244
Cdk15	4.70741	4.57287	3.8955	7.75423	6.16673	4.77945	1.61398	0.14461	0.0367898	0.0364758
Fzd7	0.85127	0.769704	0.706346	0.889279	0.465806	0.432461	11.5904	18.8053	0.0860056	0.885602
Cflar	2.59237	2.20549	3.58182	3.87019	5.56371	5.78923	3.57858	0.737748	0.548565	1.46584
Tmem237	3.48128	6.02265	8.15186	12.0837	10.4184	4.52099	0.556516	0.473776	1.10716	0.845806
Gm973	2.24963	2.29659	2.31077	1.67675	2.03597	1.46721	0.885751	0.0769368	0.261708	0.348573
Sumo1	70.7499	86.9712	83.6518	130.203	162.952	203.501	218.593	430.641	588.296	299.042
Bmpr2	1.9783	1.6293	2.75416	5.12224	5.56665	7.05468	6.02884	2.92185	0.770162	1.68581
Nop58	36.1738	37.6654	29.8156	51.0991	34.3455	10.413	88.9281	155.608	221.464	237.039
Snord70	0	0	0	0	0	0	0	0	0	0
Snord11	0	0	0	0	0	0	0	0	0	0
Ica1l	2.26715	3.02168	3.9764	3.67919	2.94311	2.04987	3.68898	3.96	0.308881	0.139668
Fam117b	8.49737	8.90016	7.96246	14.6524	12.6462	13.6107	17.0911	3.24041	1.57203	2.18216
Nbeal1	3.27114	2.08573	0.903965	1.95994	1.24191	1.29868	1.63379	1.25597	1.38518	1.13185
Cyp20a1	12.5678	10.8932	5.23427	5.3605	10.9005	7.99011	13.7627	11.9727	14.1315	6.93291
Raph1	1.12366	0.76998	1.07059	2.28625	2.18956	2.5288	1.52282	0.626214	0.944836	2.33732
Cd28	0	0	0	0	0	0.00683737	0	0	0.214578	0
Mpp4	0.161592	0.166571	0.069385	0.0889302	0.0994431	0.0671838	0.210948	0.453425	0.421563	0
Als2	3.89603	3.35543	3.96948	3.04469	3.84425	4.11854	45.4237	78.4056	35.7107	8.31664
Icos	0	0	0	0.0410939	0	0.0185988	0	0	0	0
9530026F06Rik	0	0	0	0	0	0	0	0	0	0
Ctla4	0.304163	0.420333	0.652404	1.40922	0.954974	1.49794	0.265008	0	0	0.0280969
Pard3b	0.331504	0.0755238	0.139819	0.150279	0.159052	0.0882278	0.0397455	0.00520923	0.0106415	0
Abi2	10.8901	6.03209	1.11821	0.377544	1.06455	1.86704	1.5578	0.770788	1.13336	4.42524
Wdr12	4.30081	5.10034	8.01122	2.95179	3.31063	0.776401	8.19547	15.9658	35.583	20.2575
Carf	1.88424	1.2342	0.537179	0.239981	0.499637	0.369834	0.603761	0.635311	1.43169	0.8443
Eef1b2	21.0717	23.7698	28.1657	18.598	28.3378	20.9627	32.264	46.5984	181.296	362.276
Snora41	0	0	0	0	0	0	0	0	0	0
Nrp2	0.292434	0.0462979	0.120749	0.055329	0.061645	0.0562269	0.0913945	0	0.423833	0.966391
4930487H11Rik	0	0	0	0	0	0	0	0.144595	0	0.0731841
Ino80d	3.02785	2.1964	2.10141	6.91735	7.19631	7.42894	5.57812	7.57247	5.96363	3.6872
Dytn	0	0	0	0	0.0637373	0	0	0	0	0
Mdh1b	0	0	0	0	0	0.0194824	0.0286153	0	0	0
Fastkd2	8.41664	9.83002	10.9086	13.8935	10.521	9.56036	10.9021	11.2486	14.6835	19.9823
4933402D24Rik	0	0	0	0	0	0	0	0	0	0
Ino80dos	0	0	0	0	2.94404e-296	0	0.424094	0.26829	0.546536	0.269964
Ndufs1	16.8428	16.0645	17.4136	7.07983	8.45906	4.1373	8.51921	24.6566	47.2845	60.3136
Gm13749	0	0	0	0	0	0	0	0	0	0
Klf7	13.3149	16.2591	20.7419	66.0485	42.98	31.3377	11.0719	1.15403	0.251499	1.20649
Mir6899	0	0	0	0	0	0	0	0	0	0
Adam23	0.0213282	0	0.206332	0	0.131447	0.0850059	0	0	0	0
Mettl21a	1.44166	1.06892	0.26971	0.0512711	0.0859405	0.104511	3.09932	6.58174	2.84549	2.79236
Ccnyl1	5.35118	4.86484	4.95465	10.4129	2.38819	1.42334	3.69031	2.28787	0.665628	2.23924
2810408I11Rik	75.4087	86.5598	127.523	414.53	300.898	444.521	391.498	30.4956	9.55225	26.1563
Plekhm3	1.57365	1.39302	1.5805	3.57672	2.69607	1.44075	4.82087	6.48958	6.53136	1.66823
Gpr1	97.8667	114.579	218.96	77.4363	196.535	114.656	6.60159	0.510091	0.404109	0.485716
Zdbf2	0.0665047	0.00552735	0.0114484	0.0197023	0.00551862	0.0490238	0.117753	0.0272943	0.206358	0.53609
Akr1cl	2.97784	1.31354	9.2012	6.99704	7.98959	9.62009	6.77978	0.768787	0.0411545	1.75613
Cryge	0	0	0.105982	0	0	0	0.119855	1.02146	6.23413	54.8255
Crygd	0	0	0	0.177273	0	0	0.122389	0	0	131.336
Crygb	0.344683	0	0.10891	0	0.204492	0.165653	0.554095	0	0	24.3437
Cryga	0	0.230599	0.115272	0	0	0.35019	0.13024	0	0.41908	3.25297
Creb1	0.780226	0.746672	0.614039	0.146564	0.426912	0.464609	1.67729	3.62849	2.50445	2.26688
Fzd5	1.19961	0.575339	0.0543508	0.00934136	0.0416428	0.113945	2.36156	1.1084	0.253937	3.63055
Crygc	0	0	0	0	0	0	0.0628733	0	0	75.6851
Pth2r	0.0260461	0.291325	0.0671107	0.0286796	0.0961944	0.0389934	0.0953314	0	0	0
Pikfyve	4.07064	2.96077	1.81008	2.92854	3.22755	1.9412	3.73558	2.9334	1.9489	2.45699
Crygf	0	0	0	0	0	0	0	0	0.068312	1.52072
Unc80	0.665539	0.389579	0.782519	0.32636	0.650051	0.636984	0.28244	0.00636696	0.00325244	0.00640472
Idh1	32.9905	26.7151	22.8771	22.0185	26.2553	17.6842	3.24507	8.74038	61.2627	266.219
D630023F18Rik	4.44763	2.74827	1.49433	2.01377	2.9546	4.31343	3.92019	0.167842	0.963186	3.3447
Map2	1.83739	1.60243	1.45715	1.39699	2.83583	2.82127	1.96876	0.20206	0.1568	0
Acadl	1.20546	0.499747	1.92853	2.20494	1.8514	1.90122	1.4689	6.10008	150.178	126.946
Cps1	0.0937377	0.103388	0.463906	1.34544	0.972061	0.668039	0.443347	0.0881949	0	0.00806881
Erbb4	0.027729	0	0.178912	0.322342	0.428079	0.117999	0.101695	0	0	0
Rpe	69.5358	66.3747	47.2851	69.8917	64.1682	73.0117	31.3044	27.0313	26.6621	100.44
Kansl1l	1.00496	0.75738	0.596965	0.744976	0.674104	0.792189	1.05001	0.372965	0.160333	2.98246
Ikzf2	0.252032	0.178621	0.248059	0.366687	0.430741	0.376309	0.334951	0.231035	0.01416	0.0278923
Myl1	0	0	0	0	0	0	0	0.0834832	0.168953	0
Vwc2l	0.6863	0.609516	0.625732	0.251091	0.404497	0.611729	0.184771	0	0	0
Bard1	1.58636	1.53247	2.35037	5.32367	5.1588	1.72043	2.93003	6.38036	2.91213	5.18803
Abca12	0.266124	0.177742	1.68346	1.8719	1.86594	1.30742	0.225493	0.0315246	0.0214663	0
Atic	3.17863	2.82525	2.70017	10.8386	8.53479	9.03557	4.16716	6.19902	24.895	19.2219
Apol7d	0	0	0	0	0	0.0308074	0	0	0	0.0482971
Lancl1	53.2603	52.0191	58.6538	9.21437	20.4573	17.6741	9.10169	2.95573	4.28516	7.1237
4933417E11Rik	12.2761	11.2997	14.257	4.89966	7.83321	10.7054	2.81183	0.323687	0	0.0545184
Gm8883	0.0777596	0	0	0	0	0	0	0	0	0
Mreg	1.55625	0.77979	2.18306	2.48853	1.7618	3.05712	5.86231	7.8955	11.9878	17.5415
Spag16	1.73438	2.99083	4.67892	5.8744	6.78095	10.6663	8.9174	0.504657	0.039328	0.0258676
Tmem169	20.5431	22.2194	31.7868	13.9183	22.3402	20.4804	7.91259	1.54745	0.0686254	0.0677632
Xrcc5	72.7466	79.6196	71.7605	6.9353	11.5673	7.1917	3.2688	1.59479	3.77873	43.6689
March4	0.0282305	0.035042	1.04731	2.18757	1.60371	0.97513	0.320943	0	0	0
Ankar	0.0128352	0.0477903	0.0414133	0	0.0158563	0.128551	0.141242	0.0592743	0.0201699	0
Smarcal1	18.1828	19.9444	34.2506	34.0037	24.0843	12.0767	5.33132	1.44951	3.00761	6.24104
Rpl37a	7.81895	6.59444	4.54732	2.2582	3.78445	5.26393	18.3393	27.2597	74.9212	61.1389
Igfbp2	0	0	0	0	0	0.187462	3.03317	1.90899	0.37984	0.837827
Pecr	725.301	848.419	702.761	542.932	839.858	494.715	123.993	21.8202	5.83535	20.228
Tnp1	0	0	0	0	0	0	1.24975	2.03603	1.00631	0
Igfbp5	0.0394644	0.0367241	0.2484	0.207908	0.207363	0.489513	0.123106	0.0911425	0	0
6030407O03Rik	0	0	0.165695	0.846894	0.27106	0.586007	0.457149	0	0	0.0570276
Mir6351	0	0	0	0	0	0	0	0	0	0
Pinc	0	0	0	0	0	0	0	0	0	0
D530049I02Rik	0	0	0	0	0	0	0	0	0	0
1700027A15Rik	0	0	0	0	0	0	0	0	0	0
Fn1	1.16987	1.04804	2.15329	1.3632	1.65893	1.57598	0.853052	0.300648	0.762216	78.4507
Cxcr2	0.140263	0.0248871	0	0	0	0	0.00244707	0	0.0393155	0
Tns1	0	0	0.00367984	0	0	0	0.0167393	0.05265	0.0627473	1.06379
Cxcr1	0	0	0	0	0	0	0.0983672	0	0	0
Gpbar1	0.0811073	0	0.0518586	0.261508	0.196847	0.398959	0.29419	0.248616	0.0630534	0
Arpc2	74.2834	80.0977	71.4055	113.128	120.805	92.2646	97.6484	107.33	129.719	262.991
Rufy4	0	0	0.0353688	0	0	0.0410938	0	0.0844609	0	0
Slc11a1	0	0	0	0	0	0.233103	3.94287	0.930019	1.68076	2.55562
Catip	0	0	0	0	0	0.0457773	0.0447869	0.188291	0.359813	0.0948789
Ctdsp1	1.99914	1.82125	1.04505	0.833015	1.64239	2.31907	2.66835	0.734716	0.383403	1.32513
Mir26b	0	0	0	0	0	0	0	0	0	0
Bcs1l	2.38388	1.61762	2.86949	0.871062	1.06436	1.20446	2.65283	5.80162	9.48684	7.32297
Rnf25	22.9489	33.1227	23.9886	33.667	30.7611	18.7097	5.29743	10.2669	8.32875	5.86448
Aamp	35.5666	39.3983	30.8178	48.8615	32.2014	33.8965	31.244	52.5669	129.725	130.291
Ttll4	21.1024	15.0907	18.7153	11.5699	17.1062	15.4144	10.1035	13.2823	4.20308	4.72552
Cyp27a1	2.98586	6.39152	8.63374	0.685486	2.0896	0.864322	0.329926	0	0.271865	0
Stk36	77.5885	73.8219	61.0757	24.493	39.0493	35.7699	11.2088	1.63345	0.218293	0.550849
Prkag3	0	0	0	0	0	0.0542522	0	0	0	0
Wnt6	0	0.0387835	0.0602334	0	0	0	0.136879	0	0.122186	0.821667
Wnt10a	0	0	0	0	0	0.0165467	0	0	0	0.0257393
Cdk5r2	0.0915302	0.142144	0.0147462	0.0504635	0.0281937	0.0800003	0.0837962	0	0.0179511	0.0177285
Fev	0	0	0	0	0	0.0233222	0	0	0	0
Pnkd	26.0631	30.0875	34.2222	23.7792	26.5625	38.2305	39.687	11.6071	15.629	76.3638
Tmbim1	61.8975	92.6347	69.2742	88.7522	75.3521	67.3425	52.9955	11.8034	20.6775	48.9128
Cryba2	0.135348	0	0.0859174	0.142125	0	0.393914	0.389271	0	0.208677	0
Mir375	0	0	0	0	0	0	0	0	0	0
Ccdc108	0	0	0	0	0	0	0.00742352	0.0856495	0	0
Ihh	0	0.0638237	0.0661677	0	0	0.140973	0.0751943	0	0.704758	0
Nhej1	23.5112	37.4444	45.8981	9.70091	33.3251	33.1016	15.7313	10.5699	21.3301	5.17706
Slc23a3	10.7129	14.8746	7.98113	1.58517	4.51212	3.08746	0.734191	0.45821	0.0491538	0.145833
Fam134a	2.34085	2.60567	0.691258	0.188084	0.540567	0.450423	6.65967	11.318	10.4992	2.34258
Cnppd1	71.5005	89.1033	103.189	144.331	128.594	84.5146	56.6057	51.7501	32.8068	6.03044
Abcb6	11.4004	17.3898	22.9615	2.48876	6.85965	3.86055	3.24308	3.14024	13.5478	11.5583
Vil1	56.1053	76.5126	68.886	33.0941	51.7915	40.6851	27.8624	5.71828	0.336863	0.256935
Usp37	27.4141	23.4516	27.1252	42.0092	41.8166	45.9796	55.5929	64.0934	34.4297	17.8098
Rqcd1	35.3134	32.9274	35.768	18.7792	28.6667	28.3131	27.9594	34.0631	37.6992	32.532
Plcd4	0	0	0	0	0	0.0338628	9.98679	17.802	11.714	0.157576
Zfp142	5.24921	4.29996	6.16563	6.17106	5.26102	4.0834	4.98852	3.30975	1.77186	3.25619
Zfand2b	64.6001	82.5971	67.7883	3.71769	8.63367	8.00179	4.35976	5.47726	25.9751	25.7425
Atg9a	14.533	16.2132	13.678	7.53907	8.81918	5.43796	15.4119	51.9385	88.9763	5.54205
Stk16	1.77887	1.16068	0.993965	3.24126e-11	0.141562	0.388817	5.74936	16.2256	36.8258	9.70516
Tuba4a	148.557	187.078	201.407	13.1321	41.8721	20.2773	21.4455	18.6454	21.767	47.7301
Ptprn	0.152771	0.126458	0.0985291	0.1126	0.293258	0.314172	0.19911	0	0.0266574	0.0526032
A630095N17Rik	0.164605	0	0.208229	0	0	0.396298	0.117763	0	0	0.404649
Resp18	0	0	0.0880573	0	0	0.134516	0.199455	0	0	1.18329
Ankzf1	7.17216	7.71132	5.47454	3.50718	3.81803	2.67375	7.14103	5.05401	7.25954	6.62008
Glb1l	0.194276	0.362017	0.113871	0.101559	0.0437551	0.0372292	0.283943	0.0834453	0.546046	0.98224
Des	0.0795087	0.049375	0	0	0	0.0198709	0.0145653	0.122337	0.0936044	0.0615991
Gm15179	0	0	0	0	0	0.0733537	0	0	0	0
Gmppa	7.03445	5.97972	4.63548	0.344638	1.43613	0.649314	0.658107	0.796608	5.3407	21.6279
Asic4	0	0.0581763	0.0301726	0	0	0.0233829	0	0	0	0
Dnpep	1.60616	1.89662	3.22986	0.0900874	0.100998	0.481049	18.6307	22.1895	25.8615	68.1554
Tmem198	0.350857	0.254436	0.188256	0.0642972	0.107893	0.131206	0.0427832	0	0.0229142	7.52089
Obsl1	0.0200361	0.0497204	0.0258688	0	0.0123852	0	0.0220586	0	0	0.186265
Inha	0.285893	0.0593459	2.20345	0	0.0583279	0.0236436	0	0	0	0
Speg	0.850843	0.623511	0.0642701	0.272634	0.25198	0.324897	0.112321	0.0439672	0.188635	0
Dnajb2	11.4024	12.7894	10.9031	1.38224	3.71421	1.80924	1.8016	3.87955	3.15214	5.71203
Stk11ip	2.01832	2.21036	0.693748	0.540536	0.407375	0.356692	2.24024	9.45764	8.16195	7.13342
Slc4a3	0.026492	0.0986435	0.119662	0.0440068	0	0.0132651	0.398391	0.489357	0.624421	0.236024
Chpf	1.35818	1.54015	1.11675	0.652069	0.436912	0.560841	0.605811	0.196867	0.0772469	12.0017
Mir6343	0	0	0	0	0	0	0	0	0	0
Epha4	7.575	6.67497	12.7533	20.7934	16.011	11.8576	3.86607	0.482772	3.08663	25.3556
Mir6352	0	0	0	0	0	0	0	0	0	0
Mogat1	0	0.0765968	0.118114	0	0	0.0303644	0.134087	0.0942445	0.14367	0
Pax3	0	0	0.207274	0.352902	0.338165	0.146269	1.97646	0.680108	0.280388	0.0276685
Kcne4	0	0	0	0	0	0	0	0	0	0
Scg2	0.881768	0.500911	0.66544	0.333014	0.217154	0.213776	0.055334	0	0	0.0975952
Ap1s3	0.0426898	0	0.261404	0.89499	0.605124	0.965179	2.7052	13.5956	16.3804	0.909536
Gm17751	60.2265	60.1097	100.032	76.075	114.73	179.58	96.538	7.62157	0.278351	0.507067
Mrpl44	29.1027	29.5555	34.7146	41.9837	45.7493	34.912	25.2869	54.4292	91.0045	44.3372
Serpine2	187.032	208.078	210.111	289.418	247.464	107.964	15.0767	9.49404	10.1554	33.2383
Fam124b	0.837029	0.719832	1.14819	1.9655	1.4285	0.900756	0.141504	0	0.185247	0
Wdfy1	1.7536	4.71629	3.34935	2.32167	2.18982	1.40395	0.665265	2.20631	8.1362	27.2676
Cul3	5.62505	5.15784	4.73292	3.64367	3.91969	1.91782	177.751	314.991	12.3639	13.0568
1700016L21Rik	0	0	0	0	0	0	0	0	0	0
Utp14b	5.65726	3.89188	1.9082	2.1949	3.09585	5.99025	50.5869	27.9126	4.79108	2.9037
Acsl3	49.9202	66.669	52.8021	92.8679	56.221	42.8647	26.9358	25.2342	27.0009	8.89575
Mir6344	0	0	0	0	0	0	0	0	0	0
Nyap2	0.297599	0.251139	1.49812	1.04206	2.00048	1.48471	0.672542	0.0641398	0	0
Irs1	0.0185273	0.00765974	0.00398887	0	0.0152856	0.0154906	0.077106	0.057065	0	0
Dock10	0.58607	0.310191	0.519742	0.276964	0.405984	0.203756	0.103272	0.0120299	0	0.0363195
Col4a4	0	0	0.00470962	0	0	0	0	0	0	0
Col4a3	6.28858	5.02566	3.77854	1.81485	2.36422	2.57108	1.87727	0.121751	0	0.0102079
Sgpp2	0.356157	0.478967	1.60959	3.21877	2.67516	0.891583	0.304887	0.0114205	0.0349731	0.0459914
Farsb	128.138	140.488	142.028	238.079	222.635	234.266	66.3855	45.8967	127.949	163.882
Tm4sf20	0	0	0	0	0	0.0914247	0.705461	0.176813	0	0.0356764
Agfg1	4.06766	3.64449	4.43754	0.969765	4.40727	5.04331	7.60836	1.76344	2.32617	3.10637
Slc19a3	0.102789	0.204276	0.384314	0.680756	0.633621	2.46058	103.539	143.897	9.91386	0.286689
Rhbdd1	7.03908	6.18324	5.88068	4.48366	4.47677	2.04155	0.978543	2.37021	1.96179	1.17995
Sphkap	0	0	0.0227744	0	0	0	0.071209	0	0	0
Mff	174.464	207.491	232.981	56.31	256.647	302.39	79.138	15.8623	10.8006	45.2306
Pid1	10.312	8.54768	22.7659	43.5621	34.4476	28.1073	11.2175	0	0.127628	1.40459
Mir6353	0	0	0	0	0	0	0	0	0	0
Ccl20	0	0	0	0	0	0	0	0	0	0
Dner	2.08172	1.22752	0.201934	0.327991	0.467748	0.362728	2.30148	0.342356	0.349373	2.57874
Mir5126	0	0	0	0	0	0	0	0	0	0
Daw1	4.32182	7.55284	16.9027	45.5172	32.6564	37.2379	33.6684	0.849712	0	0.0816805
Fbxo36	8.51898	8.04359	15.4468	2.70183	11.1536	11.8879	50.2763	34.5147	16.4884	2.6846
Slc16a14	0.0268791	0.133629	0	0	0	0.134105	2.00668	1.40554	1.13795	0.208252
A530032D15Rik	10.9608	10.068	5.04521	0.940473	1.36095	1.97925	18.5332	18.9294	3.37431	0.171055
Gm7609	0.759629	0.393994	0.88608	0.761252	1.28041	1.1429	1.95132	1.34546	0.363076	0.0326995
Sp100	0.0296668	0.073765	0.792672	0.962105	1.83349	1.69351	2.15952	0.273712	0.24411	0.206869
Trip12	40.6551	31.2619	28.2663	51.6709	64.1903	68.5934	66.773	27.1334	30.1179	33.9886
A630001G21Rik	0	0	0	0	0	0.201598	7.25066	2.7744	4.54397	0.365913
9930111H07Rik	0	0	0	0	0	0.0528842	0.390982	0.248479	0	0
Mir8096	0	0	0	0	0	0	0	0	0	0
C130026I21Rik	32.453	20.1726	9.97244	2.5641	3.26294	4.51054	33.2983	49.9694	30.9306	0.0628879
Itm2c	4.3193	9.30995	2.78004	1.0541	1.29778	0.573889	0.701936	3.07444	2.53144	4.7224
4933407L21Rik	0	0	0	0	0	0.129783	0	0	0	0
Cab39	8.2808	9.40425	5.36688	9.81962	6.96966	9.91974	49.7152	52.492	76.9007	23.924
Gpr55	0.0733807	0.212756	0.031519	0.0269524	0.030125	0.073269	0	0	0	0
Psmd1	48.6945	50.4192	60.9172	163.508	112.766	29.5117	18.2192	47.4967	97.9137	141.658
Htr2b	0	0	0.0200323	0	0	0.0465273	0	0	0.146291	0
Spata3	0	0	0	0	0	0	0.200917	0	0	0.0981187
B3gnt7	4.31589	9.98031	7.19936	6.35541	4.87308	4.48945	4.38944	3.24572	1.50453	53.2778
Sp110	384.957	311.449	193.82	99.0314	144.631	100.072	102.484	120.304	91.0014	0.365237
Sp140	8.37242	4.91399	2.43116	0.55146	0.329993	0.934915	8.31091	9.15154	4.38814	0.530896
C130036L24Rik	2.53149	1.57804	1.66064	2.99877	1.75617	3.27459	3.64516	2.73766	0.71826	0.222916
2810459M11Rik	0.0181323	0	0	0	0	0.018135	0.77047	0.795623	0	0.0702529
Nmur1	0	0	0.0777034	0.131424	0.221782	0.2697	0.0882135	0	0	0
1700019O17Rik	0.0777933	0	0	0	0	0	0	0	0	0
Ptma	33.2571	38.3309	26.2171	14.6713	13.8478	12.7223	114.711	374.316	766.008	951.976
Ncl	48.7075	48.4378	50.8803	47.785	39.7128	17.0253	36.8778	88.0164	178.767	203.571
Snora75	0	0	0	0	0	0	0	0	0	0
Gm24148	0	0	0	0	0	0	0	0	0	6397.16
Snord82	0	0	0	0	0	0	0	0	0	0
Pde6d	109.242	190.776	196.346	9.16506	80.7313	74.4943	26.2943	25.442	5.56748	17.0863
Cops7b	16.2035	19.7048	17.0705	24.1515	13.0948	16.9299	24.7464	34.3307	33.2248	13.8733
Nppc	0.15059	0.094041	0	0.0811276	0.183016	0.370928	0.98412	0.981262	1.05458	0.408463
Armc9	2.33887	2.17069	11.1399	2.27789	4.73106	2.29934	2.26724	5.99838	1.48818	3.79365
Alppl2	1.33878	1.19165	4.75985	0.835948	4.71424	4.81532	406.56	1194.29	3143.24	4.03122
Alpi	0	0	0	0.0595187	0.033278	0	0	0	0	0
Akp3	0	0	0.154559	1.05224	0.73715	0.398412	0.0292616	0	0.250777	0.0310445
Prss56	1.10399	1.29213	1.23295	0.392162	0.598588	0.517638	0.403642	0	0	0
Chrnd	8.74613	10.9148	14.7797	3.93891	5.74729	2.81423	1.02771	0.222163	0.67989	0.0319625
Chrng	7.49068	10.3754	17.1143	2.05469	9.68326	10.1648	1.51837	0.889809	0	0
Efhd1	0.513825	1.55247	2.2191	7.36057	5.54194	6.41979	12.69	15.8703	12.7992	2.52143
Ecel1	0.0214037	0.0265875	0.0551997	0.094494	0.0791663	0.0748838	0.0941098	0	0.302416	0
Dis3l2	7.63074	9.18746	6.55621	11.1444	7.99623	5.80819	1.97866	0.0448329	0.561652	4.30655
3110079O15Rik	0	0	0	0	0	0	0	0	0	0
Gigyf2	9.27928	8.35769	6.12084	13.2805	12.6631	5.7879	3.7477	6.461	6.49578	5.74239
Kcnj13	1.42855	1.51645	1.39228	0	0.646784	0.235959	0.963996	0.60928	0.661002	0.245992
Eif4e2	21.3312	19.6702	16.769	1.12188	3.51882	4.3914	45.2626	116.785	81.2162	117.868
Ngef	11.4027	13.3511	9.15281	0.366626	1.39581	2.5428	1.50266	1.78794	0.260582	0.504199
Sag	0	0	0	0	0	0.0581581	0.199313	0.464253	1.06759	0
Neu2	0	0	0.138604	0.0427027	0.317051	0.235717	0.113974	0	0	0
Dgkd	14.447	15.5116	18.4916	9.03583	10.1923	8.61192	6.09577	3.16752	2.30796	3.13255
Atg16l1	86.567	80.7681	92.5298	99.9203	18.0539	8.83497	16.3242	42.0424	21.2959	11.2149
Scarna6	0	0	4.97918	7.7224	0	8.56769	7.74094	0	4.1234	9.90662
Inpp5d	12.2179	14.3418	9.04604	9.05028	7.2299	5.12588	1.93864	0.94082	13.9745	15.07
Usp40	1.48071	0.989887	0.465831	0.486398	0.257061	0.61595	0.465122	0.454245	2.74411	2.34927
Trpm8	0	0	0	0	0	0	0	0.0119186	0	0
Spp2	0	0	0	0	0	0	0	0	0	0
Glrp1	0.0333014	0	0.0214301	0	0	0	0	0.0255978	0	0
Gm19589	0.0473928	0	0.0305379	0.0261196	0	0.0709952	0	0	0	0
Arl4c	0	0	0.00965744	0	0	0.0299694	0.087827	0.0576027	0.035275	0.179763
2410088K16Rik	0	0	0	0	0	0	0.923277	0.995875	1.98217	4.33629
1700067G17Rik	0	0	0	0	0	0	0	0	0	0
Sh3bp4	1.38352	1.05084	10.2414	8.10635	7.0012	7.36991	2.41069	0.588681	1.04813	15.0438
Mir7669	0	0	0	0	0	0	0	0	0	0
C030007H22Rik	0	0	0	0	0	0	0	0	0	0
Ugt1a10	1.43537e-08	1.70039e-08	9.06769e-09	0	1.59394e-18	4.49059e-09	4.44652e-13	1.23834e-08	1.23241e-08	0
Ugt1a9	1.99573e-08	2.36634e-08	1.26319e-08	0	3.00682e-18	5.73561e-09	6.04066e-13	1.89229e-08	1.87903e-08	0
Ugt1a7c	7.48959e-09	8.85693e-09	4.71266e-09	0	4.55505e-19	0.0208022	2.4285e-13	5.36244e-09	5.35992e-09	0
Ugt1a6b	0.0276404	0.0343563	0.0178008	0	2.08594e-06	0.0285939	1.14843e-07	1.38683	1.29656	0
Ugt1a6a	6.78317e-09	8.01943e-09	4.2655e-09	0	3.76401e-19	2.57358e-09	2.21475e-13	4.72066e-09	4.72151e-09	0
Ugt1a5	2.21005e-08	2.62119e-08	1.39966e-08	0	3.65947e-18	6.18683e-09	6.64144e-13	2.15763e-08	2.14103e-08	0
Ugt1a2	2.26723e-08	2.6892e-08	1.43608e-08	0	0.0586466	6.30527e-09	0.0265046	2.22971e-08	2.21217e-08	0
Ugt1a1	1.69189e-08	2.00518e-08	1.06986e-08	0	0.057497	0.109346	0.496117	0.81903	0.0465475	0.0145326
Dnajb3	1.32569	1.07165	0.249405	0.0839242	0	0.691012	1.64138	5.9173	2.36546	0.302175
Gbx2	121.339	92.5468	56.9793	35.8373	19.3805	49.8756	10.6232	2.64615	0.544128	1.59065
Asb18	0	0	0	0	0	0	0	0	0	0
Iqca	13.2829	13.3419	17.825	38.4077	38.6348	31.7014	52.4738	4.605	1.31909	0.394956
Mroh2a	0.675253	0.217964	0.104522	4.61676e-45	0.0286318	0.0354476	0.0589673	0.11443	0.0671201	2.54046e-33
Hjurp	19.3151	19.6224	14.7876	16.2944	18.1872	7.72425	8.11318	9.64782	4.38648	3.79624
6430706D22Rik	173.828	162.961	110.678	128.856	119.933	54.679	52.8275	68.5068	28.5422	27.7686
A730008H23Rik	48.1607	50.0081	40.3442	35.9486	53.0198	20.7787	10.8992	16.8835	8.6136	8.7639
Agap1	3.24995	3.37173	2.86054	3.70242	3.23421	2.59355	1.49649	0.554424	0.0519139	0.073095
4933400F21Rik	0.0829151	0	0	0.018337	0	0.00829613	0.0121581	0	0	0.0256948
